0.049450774	0.111421846	-0.029100832	0.008148935	0.029513273	-0.002164033	-0.083322115	-0.036617395	-0.025845341	-0.0019005378	0.0019045509	-0.1152044	0.13924456	-0.03276209	-0.12708083	0.034394164
0.09518552	0.04508269	0.047118146	-0.051153865	-0.017955285	0.013243156	-0.0778312	-0.08514448	-0.031910002	0.028769393	0.049244747	-0.06185818	0.19047788	-0.066122435	-0.069765106	0.02742796
0.09653708	0.048643425	0.020013252	-0.0027507243	-0.089212984	-0.057987772	-0.13383254	-0.07757518	-0.118159294	0.003067316	-0.062776834	-0.0042979377	0.1081765	-0.1611086	-0.082523845	0.012871385
0.041929673	0.06482205	0.10548954	0.015266359	-0.014943627	-0.021964332	-0.07679455	-0.059254747	0.032560382	0.041813172	-0.07424001	-0.07788794	0.15893556	-0.11495355	-0.12645875	0.006286976
0.0032295727	0.120441854	-0.009591572	-0.025926681	-0.01762651	-0.0044614067	-0.11918714	-0.09714603	0.023367364	-0.007365637	-0.036112092	-0.09566422	0.11319722	-0.12964007	-0.025363566	-0.0047302097
0.04694551	0.09986892	-0.024542479	0.01388457	-0.010822401	-0.07827603	-0.03825034	-0.07395788	-0.012727546	-0.0019837113	-0.023572749	-0.060187414	0.071916245	-0.02757968	-0.031551145	0.0641657
0.07370075	0.03525615	-0.04749004	-0.035761565	-0.071134344	-0.029889707	-0.09045154	-0.13654019	-0.034969207	-0.038761582	0.034987543	-0.1032811	0.0968615	-0.056128148	-0.14949656	-0.011613442
-0.05371821	0.023394695	0.03262301	-0.09093322	0.03953445	-0.05793777	-0.05434747	-0.09955059	-0.10538116	-0.044573724	0.013950464	-0.081224605	0.0850882	-0.08380622	-0.090033494	0.004208598
0.073744774	0.0025128499	-0.010862317	0.013814633	-0.12931801	-0.025095263	-0.07363324	-0.06478502	-0.086992055	0.02229315	-0.020699242	-0.07868864	0.00013299403	0.0002324587	-0.15106866	0.051076584
0.096002094	0.08328766	0.027656589	-0.04080045	-0.00578168	-0.0029600214	-0.08572412	0.019806234	-0.035976112	0.044843394	0.047281254	-0.06788451	0.06947389	0.0030320783	-0.03833949	0.023888212
0.045832664	0.03762394	0.043539483	-0.028327564	0.053948544	-0.03821301	-0.13884167	-0.09171728	0.027192364	-0.038207553	0.009965847	-0.11417208	0.14673302	-0.08448031	-0.14312972	0.010572761
0.13878843	0.026608806	-0.048958763	-0.00805136	-0.039260495	-0.0019649114	-0.030012935	0.006345876	-0.038721092	0.05686232	0.010801758	-0.03894362	0.116501264	0.010317871	-0.10345152	0.029443974
0.15536901	0.04982615	-0.017351955	0.055763487	0.048107404	-0.071774706	-0.079192966	-0.07907864	0.018652702	-0.0071046916	-0.047092397	-0.010741743	0.119472824	0.04037096	-0.0133638205	-0.01805602
0.033350278	-0.026821613	-0.05635081	0.001828764	0.047970265	-0.012941959	0.03092535	-0.11119388	0.022695128	0.009255039	-0.028930997	0.049818918	0.058802214	-0.056814812	-0.077802695	-0.0040253852
0.1655298	0.11939125	0.034132984	0.033440657	-0.051371604	-0.022696769	-0.08639035	-0.042170405	0.002332354	0.06721227	-0.08410319	-0.12574373	0.067169	-0.06476365	-0.12934482	0.013052156
0.16733213	0.020707835	0.046977427	0.057338852	0.017349824	-0.011321791	-0.066433996	-0.0772206	-0.008557807	-0.09247663	-0.0069793374	-0.029493466	0.10355165	-0.09099959	-0.08339623	0.09452562
0.07376751	0.09077163	0.045873363	-0.0062130047	0.06435816	-0.017728323	-0.030374184	-0.039151307	-0.02979423	-0.0072554047	0.019487657	-0.09062649	0.17414947	-0.10364373	-0.010724885	0.014522662
0.06504693	-0.015365914	-0.057586472	0.019840783	-0.07335013	0.016469255	-0.07721647	-0.054419	-0.035791826	0.06771789	-0.051070075	-0.037464533	0.038319357	0.015264464	0.080292895	0.04136623
-0.022880916	0.16010557	0.066568166	0.090540215	-0.0030649635	0.010248274	-0.09646922	-0.08014445	0.08725942	0.034850854	0.03024889	0.006212402	0.046464715	-0.020324426	-0.20229645	-0.066319406
0.047260173	0.027849572	0.027559573	-0.11219076	-0.009719624	-0.028529076	-0.028134387	0.01876441	-0.060822178	0.01563815	-0.047010988	-0.06672038	0.076098934	-0.107095264	-0.02342882	0.06872945
0.02990061	-0.036815405	0.03310802	0.03841381	-0.0011714015	-0.016672881	-0.0866427	-0.0008655694	0.016561445	-0.120965846	0.027946027	-0.016939614	0.02394692	0.044129185	-0.057958044	0.04898661
0.07079042	-0.06510066	-0.06997112	-0.00037464517	0.08669651	0.04606446	-0.18665174	-0.047566183	0.040982027	-0.04428651	-0.1580839	0.098344155	0.021859402	0.05463709	-0.12292451	0.03290581
-0.017340979	0.17305253	0.07609902	0.029091105	-0.05801792	-0.0028518469	-0.15734828	0.15911192	-0.11018082	0.08264618	-0.032388814	-0.1151278	0.034995817	0.011626323	-0.12605573	0.046537038
0.08429178	0.033414476	-0.001370276	0.013011104	0.011073355	-0.06459013	-0.0004152415	-0.008475832	-0.027904911	-0.03236099	-0.01894006	0.028305074	0.06562148	-0.009541386	-0.013604463	0.03494447
-0.02665532	0.1145034	-0.067676194	0.037118908	-0.07540077	-0.002886432	-0.016646385	-0.0056402814	-0.07588115	0.0049942466	-0.03484116	-0.055869415	0.08939173	-0.090779096	0.0152966175	0.15790622
0.01584905	0.0028313163	-0.0119543085	0.055505004	0.05755733	-0.0041688895	-0.068271756	-0.08697181	-0.012813568	0.086481616	-0.032959267	0.019869084	0.08689022	-0.018939076	-0.01661243	0.06737154
-0.084216684	0.080192454	0.09390386	-0.0007847758	-0.0009229238	0.07408763	-0.005686078	0.002904036	0.028175618	-0.026988205	0.04575669	-0.03437138	-0.0031520408	-0.0042552385	-0.047086094	0.007162195
0.1193855	0.0912499	0.061813697	-0.058284722	0.04477959	-0.05677281	0.007815793	-0.000945755	0.07991607	-0.02396835	-0.020783434	-0.05297416	0.08670107	-0.0077493233	0.032472633	0.08219351
0.092805415	-0.00617627	-0.031747874	-0.07880154	-0.0043458682	-0.005095569	-0.20033826	-0.03375336	-0.075015984	-0.059469223	0.038902726	-0.024180187	0.027599938	-0.03316002	-0.09236458	0.009232919
0.012730252	0.01992231	0.061019737	0.07014792	0.016400825	-0.023210179	-0.053167637	0.0102699455	-0.038005825	0.07434233	-0.08327289	-0.051928643	0.055403445	-0.07183585	-0.060451593	-0.042222824
-0.0077004516	-0.004147577	-0.07606938	0.027958492	0.018104548	0.0022839787	0.012298094	-0.114876054	-0.006736681	0.06367711	-0.061575	0.041714907	0.10776197	-0.07134408	0.14667992	-0.0304474
